,OBV,PSY12,BIAS6,ASY1,ASY2,ASY3,ASY4,ASY5,SMA10,EMA10,SMA5,EMA5,RSI,WilliamsR%,stochasticK%,stochasticD%,Item101_x,Item102_x,Item103_x,Item201_x,Item202_x,Item203_x,Item204_x,Item205_x,Item206_x,Item301_x,Item302_x,Item303_x,Item401_x,Item402_x,Item501_x,Item502_x,Item503_x,Item504_x,Item507_x,Item601_x,Item602_x,Item603_x,Item604_x,Item605_x,Item701_x,Item801_x,Item901_x,Item101_y,Item102_y,Item103_y,Item201_y,Item202_y,Item203_y,Item204_y,Item205_y,Item206_y,Item301_y,Item302_y,Item303_y,Item401_y,Item402_y,Item501_y,Item502_y,Item503_y,Item504_y,Item507_y,Item601_y,Item602_y,Item603_y,Item604_y,Item605_y,Item701_y,Item801_y,Item901_y,Day,Symbol,Adj Close,stock_up_down
0,-27120400.0,33.33333333333333,-2.2463604765887526,-0.09910106658935547,-0.038115501403808594,-0.06098492940266927,-0.0552675724029541,-0.022869396209716796,5.157800817489624,5.163399571643283,5.147128582000732,5.116543177419916,13.991262391792574,-86.15388791239103,13.846112087608976,9.6371310638821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20080102,F,5.031257152557373,0.0
1,-74306600.0,33.33333333333333,-3.755273647888439,-0.11434602737426758,-0.10672354698181152,-0.06352567672729492,-0.07432520389556885,-0.06708326339721679,5.13035774230957,5.118583490468705,5.080045318603515,5.049999160007646,12.791325175327174,-93.75000931322074,6.24999068677925,10.678796178345308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20080103,F,4.9169111251831055,0.0
2,-132087600.0,33.33333333333333,-6.768046232207394,-0.24393939971923828,-0.17914271354675293,-0.15246216456095377,-0.10862910747528076,-0.10824804306030274,5.082332181930542,5.037563169558734,4.971797275543213,4.924323348493053,10.685825199259426,-86.45832195050231,13.541678049497682,11.212593607961969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20080104,F,4.672971725463867,1.0
3,-85080000.0,33.33333333333333,-4.668559204726142,0.022868633270263672,-0.1105353832244873,-0.11180559794108073,-0.10862946510314941,-0.08232955932617188,5.034306621551513,4.975431749408806,4.889467716217041,4.848162351906746,12.145799379837442,-82.97874067314184,17.021259326858157,12.27097602104503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20080107,F,4.695840358734131,0.0
4,-133045400.0,33.33333333333333,-4.113172357740732,-0.04573822021484375,-0.011434793472290039,-0.08893632888793945,-0.09528875350952148,-0.09605121612548828,4.981707239151001,4.9162809110652566,4.793416500091553,4.7821422807775935,11.732707403080525,-89.36171292071366,10.638287079286348,13.733741485214063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20080108,F,4.650102138519287,0.0
5,-210806000.0,25.0,-2.905891402092414,-0.022869586944580078,-0.034303903579711914,-0.015246391296386719,-0.07241964340209961,-0.08080492019653321,4.929870080947876,4.863726663885156,4.71261157989502,4.730505704376632,11.521698439770091,-73.72881458669325,26.271185413306746,17.976910606483752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20080109,F,4.627232551574707,1.0
6,-149165000.0,33.33333333333333,0.9149514588209225,0.13721561431884766,0.05717301368713379,0.022869269053141277,0.022869110107421875,-0.030492591857910156,4.881082153320312,4.845676027886683,4.682118988037109,4.741819858215607,20.733075664548878,-58.474589627012264,41.525410372987736,26.14496095519361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20080110,F,4.764448165893555,0.0
7,-182689900.0,33.33333333333333,-1.1150320837784626,-0.1448383331298828,-0.003811359405517578,-0.010164101918538412,-0.019057631492614746,-0.010672378540039062,4.821621942520141,4.8045730833188625,4.67144660949707,4.701083183064962,18.539057995009173,-74.57629173386502,25.42370826613498,31.073434684143155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20080111,F,4.619609832763672,1.0
8,-152976100.0,33.33333333333333,0.7061536484344744,0.09147787094116211,-0.02668023109436035,0.027951717376708984,0.015246391296386719,0.003049468994140625,4.781981897354126,4.787575741570857,4.674496078491211,4.704418023278253,24.00868324359756,-64.40680842741104,35.59319157258897,34.18077007057057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20080114,F,4.711087703704834,0.0
9,-195642400.0,33.33333333333333,-2.211328207961433,-0.16008758544921875,-0.03430485725402832,-0.07114934921264648,-0.01905810832977295,-0.019820404052734376,4.724046087265014,4.744561991877176,4.654675674438477,4.653278721604041,21.311841781692223,-82.20342441867278,17.796575581327215,26.271158473350397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20080115,F,4.551000118255615,0.0
